187.23.60.0/22,BR,BR-SP,São José do Rio Preto,
177.180.192.0/21,BR,BR-SP,São José do Rio Preto,
187.36.197.132/30,BR,BR-ES,Serra,
187.64.128.0/24,BR,BR-ES,Serra,
187.64.129.0/24,BR,BR-ES,Serra,
187.64.130.0/24,BR,BR-ES,Serra,
187.64.132.0/24,BR,BR-ES,Serra,
187.64.131.0/24,BR,BR-ES,Serra,
191.184.20.0/22,BR,BR-ES,Serra,
187.36.226.0/23,BR,BR-ES,Serra,
187.36.138.0/23,BR,BR-ES,Serra,
179.105.98.0/23,BR,BR-ES,Serra,
187.36.197.64/30,BR,BR-ES,Vila Velha,
187.64.132.0/24,BR,BR-ES,Vila Velha,
187.64.131.0/24,BR,BR-ES,Vila Velha,
187.64.130.0/24,BR,BR-ES,Vila Velha,
187.64.129.0/24,BR,BR-ES,Vila Velha,
187.64.128.0/24,BR,BR-ES,Vila Velha,
179.217.52.0/22,BR,BR-ES,Vila Velha,
179.217.24.0/22,BR,BR-ES,Vila Velha,
187.36.197.68/30,BR,BR-ES,Vila Velha,
187.64.132.0/24,BR,BR-ES,Vila Velha,
187.64.131.0/24,BR,BR-ES,Vila Velha,
187.64.130.0/24,BR,BR-ES,Vila Velha,
187.64.129.0/24,BR,BR-ES,Vila Velha,
187.64.128.0/24,BR,BR-ES,Vila Velha,
179.217.56.0/22,BR,BR-ES,Vila Velha,
187.39.13.4/30,BR,BR-SP,Bauru,
187.39.12.0/24,BR,BR-SP,Bauru,
189.7.65.0/24,BR,BR-SP,Bauru,
177.100.192.0/22,BR,BR-SP,Bauru,
177.100.200.0/22,BR,BR-SP,Bauru,
177.100.204.0/22,BR,BR-SP,Bauru,
186.207.244.0/22,BR,BR-SP,Bauru,
187.39.15.0/24,BR,BR-SP,Bauru,
177.34.232.0/22,BR,BR-SP,Bauru,
186.222.72.0/22,BR,BR-SP,Bauru,
179.235.12.0/22,BR,BR-SP,Bauru,
187.66.112.0/22,BR,BR-SP,Bauru,
186.222.92.0/22,BR,BR-SP,Bauru,
189.35.232.0/21,BR,BR-SP,Bauru,
179.235.28.0/22,BR,BR-SP,Bauru,
187.39.28.0/22,BR,BR-SP,Bauru,
189.35.228.0/22,BR,BR-SP,Bauru,
189.103.58.4/30,BR,BR-SP,Pindamonhangaba,
189.103.57.0/24,BR,BR-SP,Pindamonhangaba,
187.107.242.0/23,BR,BR-SP,Pindamonhangaba,
187.39.64.0/22,BR,BR-SP,Pindamonhangaba,
187.107.252.0/22,BR,BR-SP,Pindamonhangaba,
186.223.200.0/22,BR,BR-SP,Pindamonhangaba,
187.107.244.0/22,BR,BR-SP,Pindamonhangaba,
179.154.112.0/22,BR,BR-SP,Pindamonhangaba,
177.193.232.0/22,BR,BR-SP,Pindamonhangaba,
186.223.196.0/22,BR,BR-SP,Pindamonhangaba,
189.103.55.0/24,BR,BR-SP,Pindamonhangaba,
189.29.226.224/30,BR,BR-ES,Cachoeiro de Itapemirim,
189.29.229.0/24,BR,BR-ES,Cachoeiro de Itapemirim,
189.29.228.0/24,BR,BR-ES,Cachoeiro de Itapemirim,
189.29.232.0/22,BR,BR-ES,Cachoeiro de Itapemirim,
189.29.236.0/22,BR,BR-ES,Cachoeiro de Itapemirim,
189.34.128.20/30,BR,BR-SP,Santos,
189.4.131.0/24,BR,BR-SP,Santos,
189.34.255.0/24,BR,BR-SP,Santos,
189.34.252.0/24,BR,BR-SP,Santos,
189.34.190.0/24,BR,BR-SP,Santos,
189.4.129.0/24,BR,BR-SP,Santos,
187.21.241.0/24,BR,BR-SP,Santos,
189.4.130.0/24,BR,BR-SP,Santos,
189.4.170.0/23,BR,BR-SP,Santos,
187.21.248.0/22,BR,BR-SP,Santos,
187.106.92.0/22,BR,BR-SP,Santos,
189.4.156.0/22,BR,BR-SP,Santos,
189.4.136.0/22,BR,BR-SP,Santos,
189.4.132.0/22,BR,BR-SP,Santos,
189.39.154.8/30,BR,BR-SP,Sertãozinho,
189.39.152.128/25,BR,BR-SP,Sertãozinho,
187.104.96.0/22,BR,BR-SP,Sertãozinho,
189.39.156.0/22,BR,BR-SP,Sertãozinho,
179.216.236.0/22,BR,BR-SP,Sertãozinho,
179.216.232.0/22,BR,BR-SP,Sertãozinho,
177.183.60.0/22,BR,BR-SP,Sertãozinho,
177.183.56.0/22,BR,BR-SP,Sertãozinho,
189.4.103.88/30,BR,BR-SC,Palhoça,
189.4.83.0/24,BR,BR-SC,Palhoça,
189.4.81.0/24,BR,BR-SC,Palhoça,
189.4.68.0/24,BR,BR-SC,Palhoça,
189.4.67.0/24,BR,BR-SC,Palhoça,
189.4.65.0/24,BR,BR-SC,Palhoça,
191.191.40.0/21,BR,BR-SC,Palhoça,
191.191.4.0/24,BR,BR-SC,Palhoça,
189.5.1.8/30,BR,BR-SP,Sorocaba,
189.5.4.0/23,BR,BR-SP,Sorocaba,
189.5.52.0/24,BR,BR-SP,Sorocaba,
186.207.96.0/20,BR,BR-SP,Sorocaba,
189.5.1.164/30,BR,BR-SP,Sorocaba,
189.5.4.0/23,BR,BR-SP,Sorocaba,
189.5.52.0/24,BR,BR-SP,Sorocaba,
179.156.208.0/20,BR,BR-SP,Sorocaba,
189.5.1.200/30,BR,BR-SP,Votorantim,
189.5.4.0/23,BR,BR-SP,Votorantim,
189.5.52.0/24,BR,BR-SP,Votorantim,
189.5.9.0/24,BR,BR-SP,Votorantim,
189.6.1.40/30,BR,BR-DF,Brasília,
189.6.79.128/25,BR,BR-DF,Brasília,
189.6.79.0/25,BR,BR-DF,Brasília,
189.6.78.128/25,BR,BR-DF,Brasília,
189.6.78.0/25,BR,BR-DF,Brasília,
189.6.77.128/25,BR,BR-DF,Brasília,
189.6.77.0/25,BR,BR-DF,Brasília,
189.6.76.0/25,BR,BR-DF,Brasília,
189.6.44.128/25,BR,BR-DF,Brasília,
189.6.44.0/25,BR,BR-DF,Brasília,
189.61.120.0/21,BR,BR-DF,Brasília,
191.176.96.0/21,BR,BR-DF,Brasília,
191.176.104.0/21,BR,BR-DF,Brasília,
189.6.1.72/30,BR,BR-DF,Brasília,
189.6.79.128/25,BR,BR-DF,Brasília,
189.6.79.0/25,BR,BR-DF,Brasília,
189.6.78.128/25,BR,BR-DF,Brasília,
189.6.78.0/25,BR,BR-DF,Brasília,
189.6.77.128/25,BR,BR-DF,Brasília,
189.6.77.0/25,BR,BR-DF,Brasília,
189.6.76.0/25,BR,BR-DF,Brasília,
189.6.44.128/25,BR,BR-DF,Brasília,
189.6.44.0/25,BR,BR-DF,Brasília,
177.235.0.0/21,BR,BR-DF,Brasília,
177.235.120.0/21,BR,BR-DF,Brasília,
189.63.1.16/30,BR,BR-GO,Goiânia,
189.5.134.0/23,BR,BR-GO,Goiânia,
189.5.131.0/24,BR,BR-GO,Goiânia,
189.5.129.0/24,BR,BR-GO,Goiânia,
189.5.144.0/22,BR,BR-GO,Goiânia,
189.63.116.0/22,BR,BR-GO,Goiânia,
189.7.115.156/30,BR,BR-RS,Novo Hamburgo,
189.7.113.0/24,BR,BR-RS,Novo Hamburgo,
189.63.132.0/22,BR,BR-RS,Novo Hamburgo,
189.63.136.0/23,BR,BR-RS,Novo Hamburgo,
189.103.110.0/23,BR,BR-RS,Novo Hamburgo,
191.184.242.0/23,BR,BR-RS,Novo Hamburgo,
191.184.240.128/25,BR,BR-RS,Novo Hamburgo,
189.7.115.160/30,BR,BR-RS,Novo Hamburgo,
189.7.113.0/24,BR,BR-RS,Novo Hamburgo,
177.83.248.0/23,BR,BR-RS,Novo Hamburgo,
186.223.230.0/23,BR,BR-RS,Novo Hamburgo,
179.154.250.0/23,BR,BR-RS,Novo Hamburgo,
186.223.224.0/23,BR,BR-RS,Novo Hamburgo,
187.183.221.0/24,BR,BR-RS,Novo Hamburgo,
186.223.228.0/23,BR,BR-RS,Novo Hamburgo,
179.154.248.0/23,BR,BR-RS,Novo Hamburgo,
177.83.252.0/23,BR,BR-RS,Novo Hamburgo,
177.83.250.0/23,BR,BR-RS,Novo Hamburgo,
189.103.106.0/25,BR,BR-RS,Novo Hamburgo,
201.37.68.128/25,BR,BR-RS,Novo Hamburgo,
189.103.106.128/25,BR,BR-RS,Novo Hamburgo,
187.183.219.128/25,BR,BR-RS,Novo Hamburgo,
187.183.209.0/25,BR,BR-RS,Novo Hamburgo,
187.183.209.128/25,BR,BR-RS,Novo Hamburgo,
189.7.115.164/30,BR,BR-RS,Novo Hamburgo,
189.7.113.0/24,BR,BR-RS,Novo Hamburgo,
201.37.64.0/24,BR,BR-RS,Novo Hamburgo,
189.63.128.0/22,BR,BR-RS,Novo Hamburgo,
201.37.72.0/24,BR,BR-RS,Novo Hamburgo,
201.37.69.0/24,BR,BR-RS,Novo Hamburgo,
201.37.79.0/24,BR,BR-RS,Novo Hamburgo,
201.37.65.0/24,BR,BR-RS,Novo Hamburgo,
186.223.226.0/24,BR,BR-RS,Novo Hamburgo,
189.103.105.0/24,BR,BR-RS,Novo Hamburgo,
187.107.30.0/24,BR,BR-RS,Novo Hamburgo,
187.183.210.0/24,BR,BR-RS,Novo Hamburgo,
189.103.107.0/24,BR,BR-RS,Novo Hamburgo,
187.107.31.0/24,BR,BR-RS,Novo Hamburgo,
189.7.119.0/24,BR,BR-RS,Novo Hamburgo,
201.37.74.0/24,BR,BR-RS,Novo Hamburgo,
189.103.104.0/24,BR,BR-RS,Novo Hamburgo,
